Better speed can be achieved with apex installed from https://www.github.com/nvidia/apex.
False	both_expanded_3NPs_coord_aff	-80.94056129455566	-79.22178840637207	The teacher 's son , a friend from middle school and John take dancing classes . <eos>	The teacher 's son , a friend from middle school and John takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-121.91244506835938	-119.77791786193848	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and John find it difficult to concentrate . <eos>	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and John finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-119.76827669143677	-120.04333257675171	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and that student take dancing classes . <eos>	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and that student takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-120.44408655166626	-117.46993780136108	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and that student like fishing . <eos>	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and that student likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-131.04772424697876	-133.66064405441284	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and that student eat out with some friends . <eos>	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and that student eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-137.33134603500366	-134.27275609970093	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and that student drink beer in the pub tonight . <eos>	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and that student drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-131.38933610916138	-130.82257604599	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and that student love animals with fur . <eos>	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and that student loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-125.33086633682251	-123.44320821762085	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and that student find it difficult to concentrate . <eos>	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and that student finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-119.06592464447021	-119.78975200653076	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and the audience take dancing classes . <eos>	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and the audience takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-116.08662939071655	-115.92561340332031	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and the audience like fishing . <eos>	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and the audience likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-128.93556785583496	-132.56545639038086	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and the audience eat out with some friends . <eos>	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and the audience eats out with some friends . <eos>
True	both_expanded_3NPs_coord_aff	-132.75903797149658	-133.3644323348999	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and the audience drink beer in the pub tonight . <eos>	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and the audience drinks beer in the pub tonight . <eos>
True	both_expanded_3NPs_coord_aff	-126.64070177078247	-127.61192417144775	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and the audience love animals with fur . <eos>	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and the audience loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-120.9779806137085	-120.8444766998291	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and the audience find it difficult to concentrate . <eos>	Tom , who is the captain of the basketball team , Bill ( a cousin who recently returned from Africa ) and the audience finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-109.89658689498901	-109.14073610305786	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and John take dancing classes . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and John takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-107.83500146865845	-106.4354796409607	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and John like fishing . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and John likes fishing . <eos>
False	both_expanded_3NPs_coord_aff	-121.34548902511597	-121.0721926689148	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and John eat out with some friends . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and John eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-126.91064977645874	-122.93904447555542	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and John drink beer in the pub tonight . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and John drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-118.75787401199341	-117.1416187286377	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and John love animals with fur . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and John loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-118.12069940567017	-115.58179521560669	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and John find it difficult to concentrate . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and John finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-114.71001482009888	-116.3543586730957	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and that student take dancing classes . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and that student takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-116.4829249382019	-113.05032205581665	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and that student like fishing . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and that student likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-126.62407636642456	-130.0942702293396	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and that student eat out with some friends . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and that student eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-137.18102312088013	-132.26314783096313	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and that student drink beer in the pub tonight . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and that student drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-126.80379390716553	-126.02430009841919	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and that student love animals with fur . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and that student loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-119.71746492385864	-118.20733690261841	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and that student find it difficult to concentrate . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and that student finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-114.32775640487671	-115.67352437973022	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and the audience take dancing classes . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and the audience takes dancing classes . <eos>
True	both_expanded_3NPs_coord_aff	-110.10262441635132	-111.415292263031	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and the audience like fishing . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and the audience likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-124.33220624923706	-127.83116006851196	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and the audience eat out with some friends . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and the audience eats out with some friends . <eos>
True	both_expanded_3NPs_coord_aff	-127.70480680465698	-128.23611974716187	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and the audience drink beer in the pub tonight . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and the audience drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-121.83988666534424	-121.80020380020142	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and the audience love animals with fur . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and the audience loves animals with fur . <eos>
True	both_expanded_3NPs_coord_aff	-115.31774854660034	-115.50929403305054	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and the audience find it difficult to concentrate . <eos>	Tom , who is the captain of the basketball team , the cousin who recently returned from Africa ) and the audience finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-100.78105211257935	-100.14109468460083	Sarah ( the French lady living on the third floor ) , a friend from middle school and John take dancing classes . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and John takes dancing classes . <eos>
True	both_expanded_3NPs_coord_aff	-97.15716981887817	-98.44923830032349	Sarah ( the French lady living on the third floor ) , a friend from middle school and John like fishing . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and John likes fishing . <eos>
False	both_expanded_3NPs_coord_aff	-112.57930135726929	-112.25871896743774	Sarah ( the French lady living on the third floor ) , a friend from middle school and John eat out with some friends . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and John eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-115.87121152877808	-112.41318655014038	Sarah ( the French lady living on the third floor ) , a friend from middle school and John drink beer in the pub tonight . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and John drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-109.97489976882935	-107.70592546463013	Sarah ( the French lady living on the third floor ) , a friend from middle school and John love animals with fur . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and John loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-109.18307161331177	-105.70782423019409	Sarah ( the French lady living on the third floor ) , a friend from middle school and John find it difficult to concentrate . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and John finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-107.35517978668213	-106.87285614013672	Sarah ( the French lady living on the third floor ) , a friend from middle school and that student take dancing classes . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and that student takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-105.5515489578247	-103.5336446762085	Sarah ( the French lady living on the third floor ) , a friend from middle school and that student like fishing . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and that student likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-118.3231554031372	-118.92112922668457	Sarah ( the French lady living on the third floor ) , a friend from middle school and that student eat out with some friends . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and that student eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-121.4992265701294	-119.00359630584717	Sarah ( the French lady living on the third floor ) , a friend from middle school and that student drink beer in the pub tonight . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and that student drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-118.09096717834473	-115.78896713256836	Sarah ( the French lady living on the third floor ) , a friend from middle school and that student love animals with fur . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and that student loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-111.78058242797852	-109.64395999908447	Sarah ( the French lady living on the third floor ) , a friend from middle school and that student find it difficult to concentrate . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and that student finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-103.73101091384888	-104.32254266738892	Sarah ( the French lady living on the third floor ) , a friend from middle school and the audience take dancing classes . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and the audience takes dancing classes . <eos>
True	both_expanded_3NPs_coord_aff	-101.19998216629028	-101.76407098770142	Sarah ( the French lady living on the third floor ) , a friend from middle school and the audience like fishing . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and the audience likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-113.15493059158325	-116.22851419448853	Sarah ( the French lady living on the third floor ) , a friend from middle school and the audience eat out with some friends . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and the audience eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-117.24503183364868	-116.71265459060669	Sarah ( the French lady living on the third floor ) , a friend from middle school and the audience drink beer in the pub tonight . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and the audience drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-112.27790117263794	-111.92776823043823	Sarah ( the French lady living on the third floor ) , a friend from middle school and the audience love animals with fur . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and the audience loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-106.05458498001099	-105.8366436958313	Sarah ( the French lady living on the third floor ) , a friend from middle school and the audience find it difficult to concentrate . <eos>	Sarah ( the French lady living on the third floor ) , a friend from middle school and the audience finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-128.43898582458496	-123.9957332611084	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and John take dancing classes . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and John takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-123.40716743469238	-121.6314868927002	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and John like fishing . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and John likes fishing . <eos>
False	both_expanded_3NPs_coord_aff	-136.80664348602295	-133.4353952407837	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and John eat out with some friends . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and John eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-135.83920097351074	-133.94037914276123	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and John drink beer in the pub tonight . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and John drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-133.93906784057617	-132.0643720626831	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and John love animals with fur . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and John loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-133.9627170562744	-129.32267951965332	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and John find it difficult to concentrate . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and John finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-132.2282075881958	-131.62301445007324	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and that student take dancing classes . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and that student takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-131.23262691497803	-127.71874046325684	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and that student like fishing . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and that student likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-142.31274890899658	-143.29794597625732	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and that student eat out with some friends . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and that student eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-144.7553825378418	-141.3758544921875	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and that student drink beer in the pub tonight . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and that student drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-143.55413150787354	-140.47538471221924	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and that student love animals with fur . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and that student loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-137.93395709991455	-134.91876697540283	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and that student find it difficult to concentrate . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and that student finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-128.25045204162598	-128.1445779800415	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and the audience take dancing classes . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and the audience takes dancing classes . <eos>
True	both_expanded_3NPs_coord_aff	-124.27282333374023	-125.28969860076904	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and the audience like fishing . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and the audience likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-137.6498613357544	-138.92033290863037	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and the audience eat out with some friends . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and the audience eats out with some friends . <eos>
True	both_expanded_3NPs_coord_aff	-139.57607460021973	-139.58068084716797	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and the audience drink beer in the pub tonight . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and the audience drinks beer in the pub tonight . <eos>
True	both_expanded_3NPs_coord_aff	-136.0783462524414	-136.1837043762207	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and the audience love animals with fur . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and the audience loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-130.86877155303955	-130.52990531921387	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and the audience find it difficult to concentrate . <eos>	Sarah ( the French lady living on the third floor ) , the girl who cooks the best soup in town and the audience finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-105.9801573753357	-104.84803342819214	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and John take dancing classes . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and John takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-103.32815599441528	-102.22199487686157	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and John like fishing . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and John likes fishing . <eos>
False	both_expanded_3NPs_coord_aff	-119.51869535446167	-116.96065759658813	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and John eat out with some friends . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and John eats out with some friends . <eos>
True	both_expanded_3NPs_coord_aff	-118.34479856491089	-119.16292428970337	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and John drink beer in the pub tonight . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and John drinks beer in the pub tonight . <eos>
True	both_expanded_3NPs_coord_aff	-110.71085453033447	-111.24166059494019	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and John love animals with fur . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and John loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-113.76893186569214	-111.34573793411255	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and John find it difficult to concentrate . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and John finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-114.3696026802063	-113.68146276473999	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and that student take dancing classes . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and that student takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-113.47974109649658	-110.94367265701294	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and that student like fishing . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and that student likes fishing . <eos>
False	both_expanded_3NPs_coord_aff	-127.65662431716919	-127.16182279586792	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and that student eat out with some friends . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and that student eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-127.57421636581421	-125.86399984359741	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and that student drink beer in the pub tonight . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and that student drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-124.06424856185913	-122.0993299484253	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and that student love animals with fur . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and that student loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-120.22502756118774	-117.50122690200806	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and that student find it difficult to concentrate . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and that student finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-108.30835771560669	-109.41654062271118	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and the audience take dancing classes . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and the audience takes dancing classes . <eos>
True	both_expanded_3NPs_coord_aff	-104.88301134109497	-106.70006895065308	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and the audience like fishing . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and the audience likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-119.99225568771362	-121.34917974472046	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and the audience eat out with some friends . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and the audience eats out with some friends . <eos>
True	both_expanded_3NPs_coord_aff	-122.62171030044556	-123.36240243911743	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and the audience drink beer in the pub tonight . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and the audience drinks beer in the pub tonight . <eos>
True	both_expanded_3NPs_coord_aff	-115.85783529281616	-117.30639505386353	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and the audience love animals with fur . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and the audience loves animals with fur . <eos>
True	both_expanded_3NPs_coord_aff	-112.14611482620239	-112.30149221420288	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and the audience find it difficult to concentrate . <eos>	Sarah ( the French lady living on the third floor ) , the woman wearing a bracelet on her wrist and the audience finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-121.92078447341919	-122.70530557632446	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and John take dancing classes . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and John takes dancing classes . <eos>
True	both_expanded_3NPs_coord_aff	-119.87325048446655	-120.12625360488892	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and John like fishing . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and John likes fishing . <eos>
False	both_expanded_3NPs_coord_aff	-135.19603300094604	-135.0076928138733	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and John eat out with some friends . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and John eats out with some friends . <eos>
True	both_expanded_3NPs_coord_aff	-135.34157991409302	-135.61314153671265	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and John drink beer in the pub tonight . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and John drinks beer in the pub tonight . <eos>
True	both_expanded_3NPs_coord_aff	-129.31433534622192	-129.99591207504272	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and John love animals with fur . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and John loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-129.77931261062622	-128.57667207717896	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and John find it difficult to concentrate . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and John finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-132.48217058181763	-134.04051065444946	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and that student take dancing classes . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and that student takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-132.4285044670105	-131.56075716018677	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and that student like fishing . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and that student likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-143.5988974571228	-146.1024432182312	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and that student eat out with some friends . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and that student eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-147.3825650215149	-145.86390829086304	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and that student drink beer in the pub tonight . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and that student drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-142.96964120864868	-142.91136693954468	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and that student love animals with fur . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and that student loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-137.62589979171753	-136.35623788833618	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and that student find it difficult to concentrate . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and that student finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-128.258704662323	-129.5253119468689	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and the audience take dancing classes . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and the audience takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-126.02330780029297	-126.01944494247437	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and the audience like fishing . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and the audience likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-138.48260354995728	-142.02005910873413	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and the audience eat out with some friends . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and the audience eats out with some friends . <eos>
True	both_expanded_3NPs_coord_aff	-141.19030714035034	-142.7944531440735	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and the audience drink beer in the pub tonight . <eos>	Sarah ( the French lady living on the third floor ) , Bill ( a cousin who recently returned from Africa ) and the audience drinks beer in the pub tonight . <eos>
